phase,exposure_condition,batch_index,batch_size,start_example_index,end_example_index,elapsed_ms,gpu_synchronized_elapsed_ms
adapter_forward,1x,214,16,3424,3439,240.22287898696959,237.11297300178558
adapter_forward,1x,215,16,3440,3455,240.32999901100993,237.2343719471246
adapter_forward,1x,216,16,3456,3471,240.44624797534198,237.30360198533162
adapter_forward,1x,217,16,3472,3487,240.42721698060632,237.26828297367319
adapter_forward,1x,218,16,3488,3503,240.44108798261732,237.33424104284495
adapter_forward,1x,219,16,3504,3519,240.37962802685797,237.2810110100545
adapter_forward,1x,220,16,3520,3535,240.63453695271164,237.46015998767689
adapter_forward,1x,221,16,3536,3551,240.74918503174558,237.6322090276517
adapter_forward,1x,222,16,3552,3567,240.56425702292472,237.57688899058849
adapter_forward,1x,223,16,3568,3583,240.64814700977877,237.59522999171168
adapter_forward,1x,224,16,3584,3599,240.78284500865266,237.8123480011709
adapter_forward,1x,225,16,3600,3615,240.90065498603508,237.69330896902829
adapter_forward,1x,226,16,3616,3631,236.45969800418243,233.44458203064278
adapter_forward,1x,227,16,3632,3647,240.50566699588671,237.52671002876014
adapter_forward,1x,228,16,3648,3663,240.42645801091567,237.47123999055475
adapter_forward,1x,229,16,3664,3679,240.77746598049998,237.50660102814436
adapter_forward,1x,230,16,3680,3695,240.68430595798418,237.52716003218666
adapter_forward,1x,231,16,3696,3711,240.68371596513316,237.60574898915365
adapter_forward,1x,232,16,3712,3727,240.8888450008817,237.81713802600279
adapter_forward,1x,233,16,3728,3743,240.95052399206907,237.7142789773643
adapter_forward,1x,234,16,3744,3759,240.70903600659221,237.70632897503674
adapter_forward,1x,235,16,3760,3775,240.70363596547395,237.69699898548424
adapter_forward,1x,236,16,3776,3791,240.697075962089,237.70102899288759
adapter_forward,1x,237,16,3792,3807,240.75949599500746,237.80582804465666
adapter_forward,1x,238,16,3808,3823,240.60715700034052,237.63150000013411
adapter_forward,1x,239,16,3824,3839,240.59943697648123,237.56383999716491
adapter_forward,1x,240,16,3840,3855,240.72413600515574,237.6959589892067
adapter_forward,1x,241,16,3856,3871,240.69430597592145,237.70582902943715
adapter_forward,1x,242,16,3872,3887,236.68420704780146,233.68921998189762
adapter_forward,1x,243,16,3888,3903,236.56584799755365,233.55878097936511
adapter_forward,1x,244,16,3904,3919,240.74915598612279,237.77760902885348
adapter_forward,1x,245,16,3920,3935,240.7606560154818,237.77172900736332
adapter_forward,1x,246,16,3936,3951,240.72856595739722,237.72431904217228
adapter_forward,1x,247,16,3952,3967,240.47275801422074,237.41784098092467
adapter_forward,1x,248,16,3968,3983,243.86001197854057,240.77017599483952
adapter_forward,1x,249,16,3984,3999,240.36743899341673,237.39503097021952
adapter_forward,1x,250,16,4000,4015,241.27529194811359,238.19600499700755
adapter_forward,1x,251,16,4016,4031,241.38890102040023,238.07985597522929
adapter_forward,1x,252,16,4032,4047,240.98997400142252,237.90358699625358
adapter_forward,1x,253,16,4048,4063,240.96939503215253,237.88010800490156
adapter_forward,1x,254,16,4064,4079,240.97175395581871,237.89901798591018
adapter_forward,1x,255,16,4080,4095,240.92481500701979,237.85148799652234
adapter_forward,1x,256,16,4096,4111,240.94550497829914,237.9061880055815
adapter_forward,1x,257,16,4112,4127,241.10876303166151,237.97414696309716
adapter_forward,1x,258,16,4128,4143,241.07101402478293,237.97390802064911
adapter_forward,1x,259,16,4144,4159,241.1031830124557,238.03455696906894
adapter_forward,1x,260,16,4160,4175,240.91292597586289,237.84731898922473
adapter_forward,1x,261,16,4176,4191,240.88318599388003,237.80093900859356
adapter_forward,1x,262,16,4192,4207,240.84661499364302,237.76638897834346
adapter_forward,1x,263,16,4208,4223,240.8716159989126,237.72142000962049
adapter_forward,1x,264,16,4224,4239,241.23361299280077,238.14914602553472
adapter_forward,1x,265,16,4240,4255,241.29807198187336,238.12720604473725
adapter_forward,1x,266,16,4256,4271,244.19974000193179,241.11835396615788
adapter_forward,1x,267,16,4272,4287,240.65097700804472,237.66411998076364
adapter_forward,1x,268,16,4288,4303,240.58144801529124,237.60432004928589
adapter_forward,1x,269,16,4304,4319,240.64167705364525,237.63272998621687
adapter_forward,1x,270,16,4320,4335,240.73296599090099,237.76311898836866
adapter_forward,1x,271,16,4336,4351,240.56406802264974,237.53155994927511
adapter_forward,1x,272,16,4352,4367,240.82868598634377,237.83837800147012
adapter_forward,1x,273,16,4368,4383,240.47750898171216,237.51591198379174
adapter_forward,1x,274,16,4384,4399,240.80413597403094,237.82082903198898
adapter_forward,1x,275,16,4400,4415,240.97489501582459,237.96516796573997
adapter_forward,1x,276,16,4416,4431,244.42895804531872,241.06394400587305
adapter_forward,1x,277,16,4432,4447,240.83877599332482,237.71159001626074
adapter_forward,1x,278,16,4448,4463,240.86228595115244,237.73281002650037
adapter_forward,1x,279,16,4464,4479,240.97984400577843,237.91348800295964
adapter_forward,1x,280,16,4480,4495,240.95551500795409,237.87750804331154
adapter_forward,1x,281,16,4496,4511,236.76039697602391,233.82116900756955
adapter_forward,1x,282,16,4512,4527,240.97300501307473,237.91443801019341
adapter_forward,1x,283,16,4528,4543,240.78974599251524,237.82303801272064
adapter_forward,1x,284,16,4544,4559,244.14732097648084,241.11434398218989
